Microsoft (R) COFF/PE Dumper Version 14.00.23026.0
Copyright (C) Microsoft Corporation.  All rights reserved.
       1776  6E7 000A6AE0 ZwGetNextProcess = NtGetNextProcess
       1777  6E8 000A6B00 ZwGetNextThread = NtGetNextThread
       1778  6E9 000A6B20 ZwGetNlsSectionPtr = NtGetNlsSectionPtr
       1779  6EA 000A6B40 ZwGetNotificationResourceManager = NtGetNotificationResourceManager
       1780  6EB 000A6B60 ZwGetWriteWatch = NtGetWriteWatch
       1781  6EC 000A6B80 ZwImpersonateAnonymousToken = NtImpersonateAnonymousToken
       1782  6ED 000A51B0 ZwImpersonateClientOfPort = NtImpersonateClientOfPort
       1783  6EE 000A6BA0 ZwImpersonateThread = NtImpersonateThread
       1784  6EF 000A6BC0 ZwInitializeEnclave = NtInitializeEnclave
       1785  6F0 000A6BE0 ZwInitializeNlsFiles = NtInitializeNlsFiles
       1786  6F1 000A6C00 ZwInitializeRegistry = NtInitializeRegistry
       1787  6F2 000A6C20 ZwInitiatePowerAction = NtInitiatePowerAction
       1788  6F3 000A57B0 ZwIsProcessInJob = NtIsProcessInJob
       1789  6F4 000A6C40 ZwIsSystemResumeAutomatic = NtIsSystemResumeAutomatic
       1790  6F5 000A6C60 ZwIsUILanguageComitted = NtIsUILanguageComitted
       1791  6F6 000A6C80 ZwListenPort = NtListenPort
       1792  6F7 000A6CA0 ZwLoadDriver = NtLoadDriver
       1793  6F8 000A6CC0 ZwLoadEnclaveData = NtLoadEnclaveData
       1794  6F9 000A6CE0 ZwLoadKey = NtLoadKey
       1795  6FA 000A6D00 ZwLoadKey2 = NtLoadKey2
       1796  6FB 000A6D20 ZwLoadKeyEx = NtLoadKeyEx
       1797  6FC 000A6D40 ZwLockFile = NtLockFile
       1798  6FD 000A6D60 ZwLockProductActivationKeys = NtLockProductActivationKeys
       1799  6FE 000A6D80 ZwLockRegistryKey = NtLockRegistryKey
       1800  6FF 000A6DA0 ZwLockVirtualMemory = NtLockVirtualMemory
       1801  700 000A6DC0 ZwMakePermanentObject = NtMakePermanentObject
       1802  701 000A6DE0 ZwMakeTemporaryObject = NtMakeTemporaryObject
       1803  702 000A6E00 ZwManagePartition = NtManagePartition
       1804  703 000A6E20 ZwMapCMFModule = NtMapCMFModule
       1805  704 000A6E40 ZwMapUserPhysicalPages = NtMapUserPhysicalPages
       1806  705 000A4E30 ZwMapUserPhysicalPagesScatter = NtMapUserPhysicalPagesScatter
       1807  706 000A52D0 ZwMapViewOfSection = NtMapViewOfSection
       1808  707 000A6E60 ZwModifyBootEntry = NtModifyBootEntry
       1809  708 000A6E80 ZwModifyDriverEntry = NtModifyDriverEntry
       1810  709 000A6EA0 ZwNotifyChangeDirectoryFile = NtNotifyChangeDirectoryFile
       1811  70A 000A6EC0 ZwNotifyChangeKey = NtNotifyChangeKey
       1812  70B 000A6EE0 ZwNotifyChangeMultipleKeys = NtNotifyChangeMultipleKeys
       1813  70C 000A6F00 ZwNotifyChangeSession = NtNotifyChangeSession
       1814  70D 000A58D0 ZwOpenDirectoryObject = NtOpenDirectoryObject
       1815  70E 000A6F20 ZwOpenEnlistment = NtOpenEnlistment
       1816  70F 000A55D0 ZwOpenEvent = NtOpenEvent
       1817  710 000A6F40 ZwOpenEventPair = NtOpenEventPair
       1818  711 000A5430 ZwOpenFile = NtOpenFile
       1819  712 000A6F60 ZwOpenIoCompletion = NtOpenIoCompletion
       1820  713 000A6F80 ZwOpenJobObject = NtOpenJobObject
       1821  714 000A5010 ZwOpenKey = NtOpenKey
       1822  715 000A6FA0 ZwOpenKeyEx = NtOpenKeyEx
       1823  716 000A6FC0 ZwOpenKeyTransacted = NtOpenKeyTransacted
       1824  717 000A6FE0 ZwOpenKeyTransactedEx = NtOpenKeyTransactedEx
       1825  718 000A7000 ZwOpenKeyedEvent = NtOpenKeyedEvent
       1826  719 000A7020 ZwOpenMutant = NtOpenMutant
       1827  71A 000A7040 ZwOpenObjectAuditAlarm = NtOpenObjectAuditAlarm
       1828  71B 000A7060 ZwOpenPartition = NtOpenPartition
       1829  71C 000A7080 ZwOpenPrivateNamespace = NtOpenPrivateNamespace
       1830  71D 000A5290 ZwOpenProcess = NtOpenProcess
       1831  71E 000A70A0 ZwOpenProcessToken = NtOpenProcessToken
       1832  71F 000A53D0 ZwOpenProcessTokenEx = NtOpenProcessTokenEx
       1833  720 000A70C0 ZwOpenResourceManager = NtOpenResourceManager
       1834  721 000A54B0 ZwOpenSection = NtOpenSection
       1835  722 000A70E0 ZwOpenSemaphore = NtOpenSemaphore
       1836  723 000A7100 ZwOpenSession = NtOpenSession
       1837  724 000A7120 ZwOpenSymbolicLinkObject = NtOpenSymbolicLinkObject
       1838  725 000A7140 ZwOpenThread = NtOpenThread
       1839  726 000A5250 ZwOpenThreadToken = NtOpenThreadToken
       1840  727 000A53B0 ZwOpenThreadTokenEx = NtOpenThreadTokenEx
       1841  728 000A7160 ZwOpenTimer = NtOpenTimer
       1842  729 000A7180 ZwOpenTransaction = NtOpenTransaction
       1843  72A 000A71A0 ZwOpenTransactionManager = NtOpenTransactionManager
       1844  72B 000A71C0 ZwPlugPlayControl = NtPlugPlayControl
       1845  72C 000A59A0 ZwPowerInformation = NtPowerInformation
       1846  72D 000A71E0 ZwPrePrepareComplete = NtPrePrepareComplete
       1847  72E 000A7200 ZwPrePrepareEnlistment = NtPrePrepareEnlistment
       1848  72F 000A7220 ZwPrepareComplete = NtPrepareComplete
       1849  730 000A7240 ZwPrepareEnlistment = NtPrepareEnlistment
       1850  731 000A7260 ZwPrivilegeCheck = NtPrivilegeCheck
       1851  732 000A7280 ZwPrivilegeObjectAuditAlarm = NtPrivilegeObjectAuditAlarm
       1852  733 000A72A0 ZwPrivilegedServiceAuditAlarm = NtPrivilegedServiceAuditAlarm
       1853  734 000A72C0 ZwPropagationComplete = NtPropagationComplete
       1854  735 000A72E0 ZwPropagationFailed = NtPropagationFailed
       1855  736 000A57D0 ZwProtectVirtualMemory = NtProtectVirtualMemory
       1856  737 000A7300 ZwPulseEvent = NtPulseEvent
       1857  738 000A5570 ZwQueryAttributesFile = NtQueryAttributesFile
       1858  739 000A7320 ZwQueryBootEntryOrder = NtQueryBootEntryOrder
       1859  73A 000A7340 ZwQueryBootOptions = NtQueryBootOptions
       1860  73B 000A7360 ZwQueryDebugFilterState = NtQueryDebugFilterState
       1861  73C 000A5070 ZwQueryDefaultLocale = NtQueryDefaultLocale
       1862  73D 000A5650 ZwQueryDefaultUILanguage = NtQueryDefaultUILanguage
       1863  73E 000A5470 ZwQueryDirectoryFile = NtQueryDirectoryFile
       1864  73F 000A7380 ZwQueryDirectoryObject = NtQueryDirectoryObject
       1865  740 000A73A0 ZwQueryDriverEntryOrder = NtQueryDriverEntryOrder
       1866  741 000A73C0 ZwQueryEaFile = NtQueryEaFile
       1867  742 000A5890 ZwQueryEvent = NtQueryEvent
       1868  743 000A73E0 ZwQueryFullAttributesFile = NtQueryFullAttributesFile
       1869  744 000A7400 ZwQueryInformationAtom = NtQueryInformationAtom
       1870  745 000A7420 ZwQueryInformationEnlistment = NtQueryInformationEnlistment
       1871  746 000A4FF0 ZwQueryInformationFile = NtQueryInformationFile
       1872  747 000A7440 ZwQueryInformationJobObject = NtQueryInformationJobObject
       1873  748 000A7460 ZwQueryInformationPort = NtQueryInformationPort
       1874  749 000A50F0 ZwQueryInformationProcess = NtQueryInformationProcess
       1875  74A 000A7480 ZwQueryInformationResourceManager = NtQueryInformationResourceManager
       1876  74B 000A5270 ZwQueryInformationThread = NtQueryInformationThread
       1877  74C 000A51F0 ZwQueryInformationToken = NtQueryInformationToken
       1878  74D 000A74A0 ZwQueryInformationTransaction = NtQueryInformationTransaction
       1879  74E 000A74C0 ZwQueryInformationTransactionManager = NtQueryInformationTransactionManager
       1880  74F 000A74E0 ZwQueryInformationWorkerFactory = NtQueryInformationWorkerFactory
       1881  750 000A7500 ZwQueryInstallUILanguage = NtQueryInstallUILanguage
       1882  751 000A7520 ZwQueryIntervalProfile = NtQueryIntervalProfile
       1883  752 000A7540 ZwQueryIoCompletion = NtQueryIoCompletion
       1884  753 000A5090 ZwQueryKey = NtQueryKey
       1885  754 000A7560 ZwQueryLicenseValue = NtQueryLicenseValue
       1886  755 000A7580 ZwQueryMultipleValueKey = NtQueryMultipleValueKey
       1887  756 000A75A0 ZwQueryMutant = NtQueryMutant
       1888  757 000A4FD0 ZwQueryObject = NtQueryObject
       1889  758 000A75C0 ZwQueryOpenSubKeys = NtQueryOpenSubKeys
       1890  759 000A75E0 ZwQueryOpenSubKeysEx = NtQueryOpenSubKeysEx
       1891  75A 000A53F0 ZwQueryPerformanceCounter = NtQueryPerformanceCounter
       1892  75B 000A7600 ZwQueryPortInformationProcess = NtQueryPortInformationProcess
       1893  75C 000A7620 ZwQueryQuotaInformationFile = NtQueryQuotaInformationFile
       1894  75D 000A57F0 ZwQuerySection = NtQuerySection
       1895  75E 000A7640 ZwQuerySecurityAttributesToken = NtQuerySecurityAttributesToken
       1896  75F 000A7660 ZwQuerySecurityObject = NtQuerySecurityObject
       1897  760 000A7680 ZwQuerySemaphore = NtQuerySemaphore
       1898  761 000A76A0 ZwQuerySymbolicLinkObject = NtQuerySymbolicLinkObject
       1899  762 000A76C0 ZwQuerySystemEnvironmentValue = NtQuerySystemEnvironmentValue
       1900  763 000A76E0 ZwQuerySystemEnvironmentValueEx = NtQuerySystemEnvironmentValueEx
       1901  764 000A5490 ZwQuerySystemInformation = NtQuerySystemInformation
       1902  765 000A7700 ZwQuerySystemInformationEx = NtQuerySystemInformationEx
       1903  766 000A5910 ZwQuerySystemTime = NtQuerySystemTime
       1904  767 000A54D0 ZwQueryTimer = NtQueryTimer
       1905  768 000A7720 ZwQueryTimerResolution = NtQueryTimerResolution
       1906  769 000A50B0 ZwQueryValueKey = NtQueryValueKey
       1907  76A 000A5230 ZwQueryVirtualMemory = NtQueryVirtualMemory
       1908  76B 000A56F0 ZwQueryVolumeInformationFile = NtQueryVolumeInformationFile
       1909  76C 000A7740 ZwQueryWnfStateData = NtQueryWnfStateData
       1910  76D 000A7760 ZwQueryWnfStateNameInformation = NtQueryWnfStateNameInformation
       1911  76E 000A5670 ZwQueueApcThread = NtQueueApcThread
       1912  76F 000A7780 ZwQueueApcThreadEx = NtQueueApcThreadEx
       1913  770 000A77A0 ZwRaiseException = NtRaiseException
       1914  771 000A77C0 ZwRaiseHardError = NtRaiseHardError
       1915  772 000A4E90 ZwReadFile = NtReadFile
       1916  773 000A5390 ZwReadFileScatter = NtReadFileScatter
       1917  774 000A77E0 ZwReadOnlyEnlistment = NtReadOnlyEnlistment
       1918  775 000A5850 ZwReadRequestData = NtReadRequestData
       1919  776 000A55B0 ZwReadVirtualMemory = NtReadVirtualMemory
       1920  777 000A7800 ZwRecoverEnlistment = NtRecoverEnlistment
       1921  778 000A7820 ZwRecoverResourceManager = NtRecoverResourceManager
       1922  779 000A7840 ZwRecoverTransactionManager = NtRecoverTransactionManager
       1923  77A 000A7860 ZwRegisterProtocolAddressInformation = NtRegisterProtocolAddressInformation
       1924  77B 000A7880 ZwRegisterThreadTerminatePort = NtRegisterThreadTerminatePort
       1925  77C 000A78A0 ZwReleaseKeyedEvent = NtReleaseKeyedEvent
       1926  77D 000A51D0 ZwReleaseMutant = NtReleaseMutant
       1927  77E 000A4F10 ZwReleaseSemaphore = NtReleaseSemaphore
       1928  77F 000A78C0 ZwReleaseWorkerFactoryWorker = NtReleaseWorkerFactoryWorker
       1929  780 000A4EF0 ZwRemoveIoCompletion = NtRemoveIoCompletion
       1930  781 000A78E0 ZwRemoveIoCompletionEx = NtRemoveIoCompletionEx
       1931  782 000A7900 ZwRemoveProcessDebug = NtRemoveProcessDebug
       1932  783 000A7920 ZwRenameKey = NtRenameKey
       1933  784 000A7940 ZwRenameTransactionManager = NtRenameTransactionManager
       1934  785 000A7960 ZwReplaceKey = NtReplaceKey
       1935  786 000A7980 ZwReplacePartitionUnit = NtReplacePartitionUnit
       1936  787 000A4F50 ZwReplyPort = NtReplyPort
       1937  788 000A4F30 ZwReplyWaitReceivePort = NtReplyWaitReceivePort
       1938  789 000A5330 ZwReplyWaitReceivePortEx = NtReplyWaitReceivePortEx
       1939  78A 000A79A0 ZwReplyWaitReplyPort = NtReplyWaitReplyPort
       1940  78B 000A79C0 ZwRequestPort = NtRequestPort
       1941  78C 000A5210 ZwRequestWaitReplyPort = NtRequestWaitReplyPort
       1942  78D 000A79E0 ZwResetEvent = NtResetEvent
       1943  78E 000A7A00 ZwResetWriteWatch = NtResetWriteWatch
       1944  78F 000A7A20 ZwRestoreKey = NtRestoreKey
       1945  790 000A7A40 ZwResumeProcess = NtResumeProcess
       1946  791 000A5810 ZwResumeThread = NtResumeThread
       1947  792 000A7A60 ZwRevertContainerImpersonation = NtRevertContainerImpersonation
       1948  793 000A7A80 ZwRollbackComplete = NtRollbackComplete
       1949  794 000A7AA0 ZwRollbackEnlistment = NtRollbackEnlistment
       1950  795 000A7AC0 ZwRollbackTransaction = NtRollbackTransaction
       1951  796 000A7AE0 ZwRollforwardTransactionManager = NtRollforwardTransactionManager
       1952  797 000A7B00 ZwSaveKey = NtSaveKey
       1953  798 000A7B20 ZwSaveKeyEx = NtSaveKeyEx
       1954  799 000A7B40 ZwSaveMergedKeys = NtSaveMergedKeys
       1955  79A 000A7B60 ZwSecureConnectPort = NtSecureConnectPort
       1956  79B 000A7B80 ZwSerializeBoot = NtSerializeBoot
       1957  79C 000A7BA0 ZwSetBootEntryOrder = NtSetBootEntryOrder
       1958  79D 000A7BC0 ZwSetBootOptions = NtSetBootOptions
       1959  79E 000A7BE0 ZwSetCachedSigningLevel = NtSetCachedSigningLevel
       1960  79F 000A7C00 ZwSetContextThread = NtSetContextThread
       1961  7A0 000A7C20 ZwSetDebugFilterState = NtSetDebugFilterState
       1962  7A1 000A7C40 ZwSetDefaultHardErrorPort = NtSetDefaultHardErrorPort
       1963  7A2 000A7C60 ZwSetDefaultLocale = NtSetDefaultLocale
       1964  7A3 000A7C80 ZwSetDefaultUILanguage = NtSetDefaultUILanguage
       1965  7A4 000A7CA0 ZwSetDriverEntryOrder = NtSetDriverEntryOrder
       1966  7A5 000A7CC0 ZwSetEaFile = NtSetEaFile
       1967  7A6 000A4F90 ZwSetEvent = NtSetEvent
       1968  7A7 000A5370 ZwSetEventBoostPriority = NtSetEventBoostPriority
       1969  7A8 000A7CE0 ZwSetHighEventPair = NtSetHighEventPair
       1970  7A9 000A7D00 ZwSetHighWaitLowEventPair = NtSetHighWaitLowEventPair
       1971  7AA 000A7D20 ZwSetIRTimer = NtSetIRTimer
       1972  7AB 000A7D40 ZwSetInformationDebugObject = NtSetInformationDebugObject
       1973  7AC 000A7D60 ZwSetInformationEnlistment = NtSetInformationEnlistment
       1974  7AD 000A52B0 ZwSetInformationFile = NtSetInformationFile
       1975  7AE 000A7D80 ZwSetInformationJobObject = NtSetInformationJobObject
       1976  7AF 000A7DA0 ZwSetInformationKey = NtSetInformationKey
       1977  7B0 000A5940 ZwSetInformationObject = NtSetInformationObject
       1978  7B1 000A5150 ZwSetInformationProcess = NtSetInformationProcess
       1979  7B2 000A7DC0 ZwSetInformationResourceManager = NtSetInformationResourceManager
       1980  7B3 000A7DE0 ZwSetInformationSymbolicLink = NtSetInformationSymbolicLink
       1981  7B4 000A4F70 ZwSetInformationThread = NtSetInformationThread
       1982  7B5 000A7E00 ZwSetInformationToken = NtSetInformationToken
       1983  7B6 000A7E20 ZwSetInformationTransaction = NtSetInformationTransaction
       1984  7B7 000A7E40 ZwSetInformationTransactionManager = NtSetInformationTransactionManager
       1985  7B8 000A7E60 ZwSetInformationVirtualMemory = NtSetInformationVirtualMemory
       1986  7B9 000A7E80 ZwSetInformationWorkerFactory = NtSetInformationWorkerFactory
       1987  7BA 000A7EA0 ZwSetIntervalProfile = NtSetIntervalProfile
       1988  7BB 000A7EC0 ZwSetIoCompletion = NtSetIoCompletion
       1989  7BC 000A7EE0 ZwSetIoCompletionEx = NtSetIoCompletionEx
       1990  7BD 000A7F00 ZwSetLdtEntries = NtSetLdtEntries
       1991  7BE 000A7F20 ZwSetLowEventPair = NtSetLowEventPair
       1992  7BF 000A7F40 ZwSetLowWaitHighEventPair = NtSetLowWaitHighEventPair
       1993  7C0 000A7F60 ZwSetQuotaInformationFile = NtSetQuotaInformationFile
       1994  7C1 000A7F80 ZwSetSecurityObject = NtSetSecurityObject
       1995  7C2 000A7FA0 ZwSetSystemEnvironmentValue = NtSetSystemEnvironmentValue
       1996  7C3 000A7FC0 ZwSetSystemEnvironmentValueEx = NtSetSystemEnvironmentValueEx
       1997  7C4 000A7FE0 ZwSetSystemInformation = NtSetSystemInformation
       1998  7C5 000A8000 ZwSetSystemPowerState = NtSetSystemPowerState
       1999  7C6 000A8020 ZwSetSystemTime = NtSetSystemTime
       2000  7C7 000A8040 ZwSetThreadExecutionState = NtSetThreadExecutionState
       2001  7C8 000A5A00 ZwSetTimer = NtSetTimer
       2002  7C9 000A8060 ZwSetTimer2 = NtSetTimer2
       2003  7CA 000A8080 ZwSetTimerEx = NtSetTimerEx
       2004  7CB 000A80A0 ZwSetTimerResolution = NtSetTimerResolution
       2005  7CC 000A80C0 ZwSetUuidSeed = NtSetUuidSeed
       2006  7CD 000A59C0 ZwSetValueKey = NtSetValueKey
       2007  7CE 000A80E0 ZwSetVolumeInformationFile = NtSetVolumeInformationFile
       2008  7CF 000A8100 ZwSetWnfProcessNotificationEvent = NtSetWnfProcessNotificationEvent
       2009  7D0 000A8120 ZwShutdownSystem = NtShutdownSystem
       2010  7D1 000A8140 ZwShutdownWorkerFactory = NtShutdownWorkerFactory
       2011  7D2 000A8160 ZwSignalAndWaitForSingleObject = NtSignalAndWaitForSingleObject
       2012  7D3 000A8180 ZwSinglePhaseReject = NtSinglePhaseReject
       2013  7D4 000A81A0 ZwStartProfile = NtStartProfile
       2014  7D5 000A81C0 ZwStopProfile = NtStopProfile
       2015  7D6 000A81E0 ZwSubscribeWnfStateChange = NtSubscribeWnfStateChange
       2016  7D7 000A8200 ZwSuspendProcess = NtSuspendProcess
       2017  7D8 000A8220 ZwSuspendThread = NtSuspendThread
       2018  7D9 000A8240 ZwSystemDebugControl = NtSystemDebugControl
       2019  7DA 000A8260 ZwTerminateJobObject = NtTerminateJobObject
       2020  7DB 000A5350 ZwTerminateProcess = NtTerminateProcess
       2021  7DC 000A5830 ZwTerminateThread = NtTerminateThread
       2022  7DD 000A8280 ZwTestAlert = NtTestAlert
       2023  7DE 000A82A0 ZwThawRegistry = NtThawRegistry
       2024  7DF 000A82C0 ZwThawTransactions = NtThawTransactions
       2025  7E0 000A82E0 ZwTraceControl = NtTraceControl
       2026  7E1 000A5980 ZwTraceEvent = NtTraceEvent
       2027  7E2 000A8300 ZwTranslateFilePath = NtTranslateFilePath
       2028  7E3 000A8320 ZwUmsThreadYield = NtUmsThreadYield
       2029  7E4 000A8340 ZwUnloadDriver = NtUnloadDriver
       2030  7E5 000A8360 ZwUnloadKey = NtUnloadKey
       2031  7E6 000A8380 ZwUnloadKey2 = NtUnloadKey2
       2032  7E7 000A83A0 ZwUnloadKeyEx = NtUnloadKeyEx
       2033  7E8 000A83C0 ZwUnlockFile = NtUnlockFile
       2034  7E9 000A83E0 ZwUnlockVirtualMemory = NtUnlockVirtualMemory
       2035  7EA 000A5310 ZwUnmapViewOfSection = NtUnmapViewOfSection
       2036  7EB 000A8400 ZwUnmapViewOfSectionEx = NtUnmapViewOfSectionEx
       2037  7EC 000A8420 ZwUnsubscribeWnfStateChange = NtUnsubscribeWnfStateChange
       2038  7ED 000A8440 ZwUpdateWnfStateData = NtUpdateWnfStateData
       2039  7EE 000A8460 ZwVdmControl = NtVdmControl
       2040  7EF 000A8480 ZwWaitForAlertByThreadId = NtWaitForAlertByThreadId
       2041  7F0 000A84A0 ZwWaitForDebugEvent = NtWaitForDebugEvent
       2042  7F1 000A84C0 ZwWaitForKeyedEvent = NtWaitForKeyedEvent
       2043  7F2 000A5920 ZwWaitForMultipleObjects = NtWaitForMultipleObjects
       2044  7F3 000A5110 ZwWaitForMultipleObjects32 = NtWaitForMultipleObjects32
       2045  7F4 000A4E50 ZwWaitForSingleObject = NtWaitForSingleObject
       2046  7F5 000A84E0 ZwWaitForWorkViaWorkerFactory = NtWaitForWorkViaWorkerFactory
       2047  7F6 000A8500 ZwWaitHighEventPair = NtWaitHighEventPair
       2048  7F7 000A8520 ZwWaitLowEventPair = NtWaitLowEventPair
       2049  7F8 000A4DF0 ZwWorkerFactoryWorkerReady = NtWorkerFactoryWorkerReady
       2050  7F9 000A4ED0 ZwWriteFile = NtWriteFile
       2051  7FA 000A5130 ZwWriteFileGather = NtWriteFileGather
       2052  7FB 000A58B0 ZwWriteRequestData = NtWriteRequestData
       2053  7FC 000A5510 ZwWriteVirtualMemory = NtWriteVirtualMemory
       2054  7FD 000A5690 ZwYieldExecution = NtYieldExecution
       2055  7FE 00095790 __C_specific_handler = __C_specific_handler
       2056  7FF 000A9700 __chkstk = __chkstk
       2057  800 00095950 __isascii = __isascii
       2058  801 00095970 __iscsym = __iscsym
       2059  802 000959C0 __iscsymf = __iscsymf
       2060  803 00081800 __misaligned_access = LdrQueryModuleInfoLocalLoaderLock32
       2061  804 00095A00 __toascii = __toascii
       2062  805 00095C20 _atoi64 = _atoi64
       2063  806 00081FA0 _errno = _errno
       2064  807 0013F010 _fltused = _fltused
       2065  808 00095C90 _i64toa = _i64toa
       2066  809 0009F4A0 _i64toa_s = _i64toa_s
       2067  80A 00095E70 _i64tow = _i64tow
       2068  80B 0009F790 _i64tow_s = _i64tow_s
       2069  80C 00095CD0 _itoa = _itoa
       2070  80D 0009F4D0 _itoa_s = _itoa_s
       2071  80E 00095EB0 _itow = _itow
       2072  80F 0009F7C0 _itow_s = _itow_s
       2073  810 00096040 _lfind = _lfind
       2074  811 00096100 _local_unwind = _local_unwind
       2075  812 00095D00 _ltoa = _ltoa
       2076  813 0009F500 _ltoa_s = _ltoa_s
       2077  814 00095EE0 _ltow = _ltow
       2078  815 0009F7F0 _ltow_s = _ltow_s
       2079  816 0009FAB0 _makepath_s = _makepath_s
       2080  817 00096130 _memccpy = _memccpy
       2081  818 000961C0 _memicmp = _memicmp
       2082  819 000AA440 _setjmp = _setjmp
       2083  81A 000AA500 _setjmpex = _setjmpex
       2084  81B 000961E0 _snprintf = _snprintf
       2085  81C 0009FBF0 _snprintf_s = _snprintf_s
       2086  81D 0009FCC0 _snscanf_s = _snscanf_s
       2087  81E 00096290 _snwprintf = _snwprintf
       2088  81F 0009FD00 _snwprintf_s = _snwprintf_s
       2089  820 0009FDE0 _snwscanf_s = _snwscanf_s
       2090  821 00096370 _splitpath = _splitpath
       2091  822 0009FE20 _splitpath_s = _splitpath_s
       2092  823 000966C0 _strcmpi = _stricmp
       2093  824 000966C0 _stricmp = _stricmp
       2094  825 000966D0 _strlwr = _strlwr
       2095  826 00096700 _strlwr_s = _strlwr_s
       2096  827 000967C0 _strnicmp = _strnicmp
       2097  828 000A00C0 _strnset_s = _strnset_s
       2098  829 000A0150 _strset_s = _strset_s
       2099  82A 000967D0 _strupr = _strupr
       2100  82B 00096820 _strupr_s = _strupr_s
       2101  82C 00096890 _swprintf = _swprintf
       2102  82D 00095D30 _ui64toa = _ui64toa
       2103  82E 0009F530 _ui64toa_s = _ui64toa_s
       2104  82F 00095F10 _ui64tow = _ui64tow
       2105  830 0009F820 _ui64tow_s = _ui64tow_s
       2106  831 00095D90 _ultoa = _ultoa
       2107  832 0009F550 _ultoa_s = _ultoa_s
       2108  833 00095F30 _ultow = _ultow
       2109  834 0009F840 _ultow_s = _ultow_s
       2110  835 00096950 _vscwprintf = _vscwprintf
       2111  836 00096AC0 _vsnprintf = _vsnprintf
       2112  837 0009FC20 _vsnprintf_s = _vsnprintf_s
       2113  838 00096B90 _vsnwprintf = _vsnwprintf
       2114  839 0009FD30 _vsnwprintf_s = _vsnwprintf_s
       2115  83A 00096A00 _vswprintf = _vswprintf
       2116  83B 00096C90 _wcsicmp = _wcsicmp
       2117  83C 00096CE0 _wcslwr = _wcslwr
       2118  83D 00096D30 _wcslwr_s = _wcslwr_s
       2119  83E 00096DB0 _wcsnicmp = _wcsnicmp
       2120  83F 00096E10 _wcsnset_s = _wcsnset_s
       2121  840 00096EA0 _wcsset_s = _wcsset_s
       2122  841 00096F00 _wcstoi64 = _wcstoi64
       2123  842 00096F30 _wcstoui64 = _wcstoui64
       2124  843 000971D0 _wcsupr = _wcsupr
       2125  844 00097210 _wcsupr_s = _wcsupr_s
       2126  845 000A01B0 _wmakepath_s = _wmakepath_s
       2127  846 000A0320 _wsplitpath_s = _wsplitpath_s
       2128  847 00097290 _wtoi = _wtoi
       2129  848 000972C0 _wtoi64 = _wtoi64
       2130  849 000972E0 _wtol = _wtol
       2131  84A 00098BA0 abs = abs
       2132  84B 00097300 atan = atan
       2133  84C 00097570 atan2 = atan2
       2134  84D 00095C40 atoi = atoi
       2135  84E 00095C70 atol = atol
       2136  84F 00097D40 bsearch = bsearch
       2137  850 00097E50 ceil = ceil
       2138  851 00097F70 cos = cos
       2139  852 00098880 fabs = fabs
       2140  853 00098970 floor = floor
       2141  854 00095A10 isalnum = isalnum
       2142  855 00095A40 isalpha = isalpha
       2143  856 00095A70 iscntrl = iscntrl
       2144  857 00095AA0 isdigit = isdigit
       2145  858 00095AD0 isgraph = isgraph
       2146  859 00095B00 islower = islower
       2147  85A 00095B30 isprint = isprint
       2148  85B 00095B60 ispunct = ispunct
       2149  85C 00095B90 isspace = isspace
       2150  85D 00095BC0 isupper = isupper
       2151  85E 00098AA0 iswalnum = iswalnum
       2152  85F 00098AB0 iswalpha = iswalpha
       2153  860 00098AC0 iswascii = iswascii
       2154  861 00098B70 iswctype = iswctype
       2155  862 00098AE0 iswdigit = iswdigit
       2156  863 00098AF0 iswgraph = iswgraph
       2157  864 00098B00 iswlower = iswlower
       2158  865 00098B10 iswprint = iswprint
       2159  866 00098B20 iswspace = iswspace
       2160  867 00098B30 iswxdigit = iswxdigit
       2161  868 00095BF0 isxdigit = isxdigit
       2162  869 00098BA0 labs = abs
       2163  86A 00098BB0 log = log
       2164  86B 00098EA0 longjmp = longjmp
       2165  86C 00098ED0 mbstowcs = mbstowcs
       2166  86D 00098FA0 memchr = memchr
       2167  86E 00098FD0 memcmp = memcmp
       2168  86F 000AB2C0 memcpy = memcpy
       2169  870 000A05E0 memcpy_s = memcpy_s
       2170  871 000AB2C0 memmove = memcpy
       2171  872 000A0690 memmove_s = memmove_s
       2172  873 000AB600 memset = memset
       2173  874 000AA5A0 pow = pow
       2174  875 000990B0 qsort = qsort
       2175  876 000994B0 qsort_s = qsort_s
       2176  877 00098390 sin = sin
       2177  878 000998E0 sprintf = sprintf
       2178  879 000A0710 sprintf_s = sprintf_s
       2179  87A 00099980 sqrt = sqrt
       2180  87B 00099A90 sscanf = sscanf
       2181  87C 000A0790 sscanf_s = sscanf_s
       2182  87D 00099B80 strcat = strcat
       2183  87E 000A07F0 strcat_s = strcat_s
       2184  87F 00099CE0 strchr = strchr
       2185  880 00099D10 strcmp = strcmp
       2186  881 00099C20 strcpy = strcpy
       2187  882 000A0890 strcpy_s = strcpy_s
       2188  883 00099DD0 strcspn = strcspn
       2189  884 00099E80 strlen = strlen
       2190  885 00099F40 strncat = strncat
       2191  886 000A0920 strncat_s = strncat_s
       2192  887 0009A0F0 strncmp = strncmp
       2193  888 0009A1C0 strncpy = strncpy
       2194  889 000A0A20 strncpy_s = strncpy_s
       2195  88A 0009A330 strnlen = strnlen
       2196  88B 0009A350 strpbrk = strpbrk
       2197  88C 0009A400 strrchr = strrchr
